Current(A),Voltage(V),Temperature (C)_1,Temperature (C)_2,SOC
-0.049991511,3.493042946,30.56942558,30.32464027,93.0
-0.049995046,3.491811991,30.43394852,30.3110218,93.0
-0.049995046,3.491196394,30.55589104,30.41611099,93.0
-0.049991511,3.4899652,30.64392853,30.49070358,93.0
-0.049991511,3.489349842,30.63039398,30.47708702,93.0
-0.049991511,3.488118649,30.66087723,30.34151459,93.0
-0.049995046,3.487503052,30.56942558,30.5957737,93.0
-0.049991511,3.486272097,30.63039398,30.5957737,93.0
-0.049991511,3.4856565,30.69135857,30.5075779,93.0
-0.049991511,3.484733105,30.59991074,30.47708702,93.0
-0.049991511,3.484117746,30.59991074,30.37200546,93.0
-0.049991511,3.482886553,30.67440987,30.44659996,93.0
-0.049991511,3.481963158,30.66087723,30.44659996,93.0
-0.049991511,3.481040001,30.7048912,30.40249634,93.0
-0.049991511,3.480732203,30.63039398,30.52118874,93.0
-0.049995046,3.479501009,30.59991074,30.52118874,92.0
-0.049991511,3.478577852,30.63039398,30.5516777,92.0
-0.049991511,3.477962255,30.59991074,30.41611099,92.0
-0.049991511,3.47703886,30.73537254,30.3110218,92.0
-0.049991511,3.476115704,30.7048912,30.41611099,92.0
-0.049995046,3.475500107,30.7048912,30.46021271,92.0
-0.049991511,3.475192308,30.64392853,30.46021271,92.0
-0.049987979,3.473961115,30.63039398,30.53480339,92.0
-0.049991511,3.473037958,30.64392853,30.53480339,92.0
-0.049991511,3.472114563,30.61344719,30.44659996,92.0
-0.049991511,3.471806765,30.58296776,30.56528854,92.0
-0.049995046,3.470883608,30.77938461,30.52118874,92.0
-0.049995046,3.469652414,30.56942558,30.67035294,92.0
-0.049991511,3.469344616,30.59991074,30.60938644,92.0
-0.049991511,3.468421221,30.7048912,30.46021271,92.0
-0.049991511,3.467498064,30.748909,30.49070358,92.0
-0.049991511,3.466574669,30.7048912,30.34151459,92.0
-0.049991511,3.46626687,30.64392853,30.42972755,92.0
-0.049995046,3.465343714,30.61344719,30.42972755,92.0
-0.049991511,3.464728117,30.58296776,30.47383118,92.0
-0.049991511,3.463804722,30.65747261,30.36875153,91.0
-0.049991511,3.463496923,30.65747261,30.39924049,91.0
-0.049991511,3.462573767,30.65747261,30.47383118,91.0
-0.049991511,3.46195817,30.65747261,30.47383118,91.0
-0.049995046,3.461034775,30.68794632,30.47383118,91.0
-0.049991511,3.460419178,30.68794632,30.47383118,91.0
-0.049995046,3.45980382,30.61344719,30.42972755,91.0
-0.049995046,3.458880424,30.7014904,30.42972755,91.0
-0.049991511,3.458264828,30.7014904,30.50431633,91.0
-0.049991511,3.457649469,30.59651184,30.54841805,91.0
-0.050002113,3.457033873,30.65747261,30.36875153,91.0
-0.049995046,3.456418276,30.62699318,30.51793861,91.0
-0.049991511,3.455802679,30.59651184,30.36875153,91.0
-0.049991511,3.455494881,30.62699318,30.41286278,91.0
-0.049991511,3.454263926,30.62699318,30.48745346,91.0
-0.049991511,3.453956127,30.56603432,30.48745346,91.0
-0.049991511,3.453032732,30.59651184,30.38237762,91.0
-0.049987979,3.452724934,30.62699318,30.45697212,91.0
-0.049995046,3.451493979,30.7014904,30.41286278,91.0
-0.049991511,3.45118618,30.59651184,30.41286278,91.0
-0.049991511,3.450878382,30.59651184,30.38237762,91.0
-0.049991511,3.449954987,30.56603432,30.30777931,91.0
-0.049995046,3.44903183,30.59651184,30.50107765,91.0
-0.049995046,3.448416233,30.56603432,30.50107765,91.0
-0.049991511,3.448108435,30.71503448,30.57566261,91.0
-0.049995046,3.447492838,30.64053726,30.57566261,90.0
-0.049995046,3.446569681,30.61005974,30.65024376,90.0
-0.049995046,3.445954084,30.64053726,30.65024376,90.0
-0.049991511,3.445646286,30.61005974,30.47059631,90.0
-0.050002113,3.445030689,30.56603432,30.65024376,90.0
-0.049995046,3.444415331,30.53555298,30.72481728,90.0
-0.049998581,3.443799734,30.64053726,30.65024376,90.0
-0.049991511,3.443491936,30.61005974,30.54518318,90.0
-0.049995046,3.442568541,30.68455887,30.54518318,90.0
-0.049995046,3.441952944,30.68455887,30.61976433,90.0
-0.049995046,3.441029787,30.61005974,30.69434166,90.0
-0.049995046,3.441029787,30.75905418,30.5892868,90.0
-0.049991511,3.44041419,30.72857857,30.54518318,90.0
-0.049995046,3.439798594,30.69810677,30.63339043,90.0
-0.049991511,3.439490795,30.62360764,30.55880928,90.0
-0.049995046,3.438567638,30.65408325,30.64702225,90.0
-0.049995046,3.437952042,30.62360764,30.52833366,90.0
-0.049991511,3.437336445,30.59313202,30.73843765,90.0
-0.049995046,3.436720848,30.71166039,30.60291481,90.0
-0.049995046,3.436413288,30.63716316,30.64702225,90.0
-0.049991511,3.435797691,30.71166039,30.57244301,90.0
-0.049991511,3.435489893,30.60668755,30.61654663,90.0
-0.049991511,3.434874296,30.68118668,30.61654663,90.0
-0.049991511,3.434258699,30.60668755,30.54196548,90.0
-0.049995046,3.433643341,30.65071678,30.61654663,90.0
-0.049995046,3.433027744,30.51526833,30.54196548,90.0
-0.049991511,3.432719946,30.62024689,30.52512932,90.0
-0.049991511,3.432104349,30.54574203,30.63018799,90.0
-0.049995046,3.431488752,30.48479462,30.66065598,89.0
-0.049995046,3.431181192,30.58977509,30.63018799,89.0
-0.049995046,3.430565596,30.51526833,30.59971237,89.0
-0.049995046,3.4296422,30.52883148,30.58607483,89.0
-0.049991511,3.4296422,30.55930328,30.4641819,89.0
-0.049991511,3.429026604,30.48479462,30.4641819,89.0
-0.049991511,3.428718805,30.57286644,30.50829887,89.0
-0.049995046,3.427795649,30.57286644,30.55241776,89.0
-0.049995046,3.427180052,30.51192856,30.65746498,89.0
-0.049995046,3.426872253,30.64736938,30.58288574,89.0
-0.049995046,3.426564455,30.46788788,30.6269989,89.0
-0.049995046,3.425948858,30.48145866,30.59653091,89.0
-0.049991511,3.4253335,30.69140244,30.52194786,89.0
-0.049995046,3.425025702,30.48145866,30.6269989,89.0
-0.049995046,3.424410105,30.51192856,30.52194786,89.0
-0.049995046,3.424102306,30.37647438,30.49147797,89.0
-0.049995046,3.42348671,30.55596733,30.56606293,89.0
-0.049995046,3.422871351,30.58643532,30.64064407,89.0
-0.049995046,3.422563553,30.48145866,30.49147797,89.0
-0.049995046,3.421947956,30.52550125,30.59653091,89.0
-0.049995046,3.421640158,30.45099068,30.59653091,89.0
-0.049991511,3.421024561,30.67450714,30.43054199,89.0
-0.049991511,3.420409203,30.52550125,30.6101799,89.0
-0.049995046,3.419793606,30.52550125,30.68475723,89.0
-0.049995046,3.419485807,30.45099068,30.43054199,89.0
-0.049995046,3.419178009,30.45099068,30.53559875,89.0
-0.049995046,3.418562412,30.56954193,30.6101799,89.0
-0.049998581,3.418254614,30.67450714,30.50513077,89.0
-0.049995046,3.417947054,30.56954193,30.65429497,89.0
-0.049995046,3.417331457,30.71854591,30.57971573,89.0
-0.049998581,3.41671586,30.49503517,30.57971573,89.0
-0.049995046,3.41671586,30.52550125,30.57971573,89.0
-0.049995046,3.416100264,30.49503517,30.57971573,89.0
-0.049995046,3.415792465,30.49503517,30.6101799,88.0
-0.049995046,3.414869308,30.49503517,30.65429497,88.0
-0.049995046,3.414253712,30.49503517,30.57971573,88.0
